,macrostate,P_up,P_down,term_1,term_2,term_3
59,631,0.0018604141660999998,0.019032186678,-4.6789134844220894e-17,7.959830438504031e-38,2.1435075898890473e-57
60,642,0.001721471442,0.01862320929,-4.768971228056334e-17,9.026400260688273e-38,-2.9461133237461447e-58
61,653,0.0015645326737,0.018364056269,-4.854329542921142e-17,9.03813024091006e-38,7.082547154183958e-58
62,663,0.0014237491535,0.017622550961,-4.9406629426175423e-17,8.86055718599788e-38,-2.0733497226031679e-57
63,674,0.0013349508839000002,0.017114086623,-5.0388877211291647e-17,8.710688771926164e-38,-1.377888265134043e-57
64,685,0.0011701228617,0.016595062402,-5.1378841059403294e-17,9.536868166466667e-38,1.8056228782018326e-57
65,695,0.0010293418898,0.016173901834,-5.215790678867417e-17,8.599967849953387e-38,-1.5919076677101822e-57
66,706,0.00088247375069,0.015775412759,-5.3078487796732654e-17,9.75307461638011e-38,7.542061875517359e-58
67,717,0.0008213253255800001,0.015247120911,-5.402646354387084e-17,1.0212626430072628e-37,-4.0300542353526745e-57
68,728,0.00071888517427,0.014786490945,-5.5037025721416037e-17,9.249083847375431e-38,-3.1923181862518433e-57
69,738,0.00066484369167,0.014441576223,-5.584709701279681e-17,1.1380770664257607e-37,1.4369576608876436e-57
70,749,0.0005560403744,0.013957630663,-5.684032002255842e-17,9.703054196229567e-38,-1.8207634416807836e-57
71,760,0.00050674101882,0.014181487892,-5.762915496080775e-17,1.0519834390591898e-37,-2.47166752575717e-58
72,770,0.00044482133956999997,0.013236745428,-5.866749013649592e-17,1.0697822933440929e-37,-1.111285269378167e-57
73,781,0.00038310889319,0.013286953083,-5.965333512986078e-17,1.0742957518524575e-37,-6.982395865165599e-57
74,792,0.00031671686083999996,0.012982761349,-6.046679955658574e-17,9.879826030759852e-38,1.010417110559386e-57
75,802,0.00028253450098,0.012873401295,-6.127223740568445e-17,9.119395750278154e-38,1.4529640738458708e-57
76,813,0.00024355363046000002,0.012510344291000002,-6.233715199243208e-17,1.449836656077755e-37,-1.304269632217142e-56
77,824,0.00020099117483,0.011798737485,-6.335551517770088e-17,1.1325371588312769e-37,3.888251096242246e-57
78,835,0.00018236643305000002,0.011706121944,-6.42391774540926e-17,1.169920923279041e-37,-3.628287281651086e-57
79,845,0.00014835428125,0.011101850436,-6.524941223377549e-17,1.1768116091002296e-37,7.369452407946918e-57
80,856,0.00013015222119,0.010882834543999999,-6.626336493167412e-17,9.028519913872964e-38,-6.067143877501455e-59
81,867,0.00010529553215,0.010751899474,-6.719888746388786e-17,1.2726631702766078e-37,-3.5931531870957725e-58
82,877,8.5342620429e-05,0.010346681489,-6.815937450028096e-17,1.119544667646198e-37,2.2715782973810339e-57
83,888,7.9669714531e-05,0.010336757239,-6.906454177321863e-17,1.131472440927271e-37,4.28292691440348e-57
