macrostate,P_up,P_down,term_1,term_2
1060,0.0005715920927799999,0.0047296115219,-7.297201302603593e-17,1.008634720904004e-37
1070,0.00044511746083,0.0046824125695000005,-7.396741914097739e-17,1.5488783807482466e-37
1080,0.00040465260814000003,0.0047560037371,-7.47494005394232e-17,9.508991979154004e-38
1090,0.00038037569937,0.004525859327699999,-7.578376561791215e-17,1.0657739949198102e-37
1100,0.00034431324657,0.0045846065996999995,-7.626738652757285e-17,1.1701172079240065e-37
1110,0.00031252742992000004,0.0046911744863,-7.702148589199568e-17,1.6446930933719962e-37
1120,0.00020320004737,0.0047229588857,-7.789702911409207e-17,1.1507788919836864e-37
1130,0.00024447213368,0.0045226043555,-7.8712246103416e-17,1.1818206308098252e-37
1140,0.00019905380959000003,0.0049604279466000005,-7.946691746988287e-17,9.808019553216893e-38
1150,0.00018453685191,0.0045041372323999995,-8.054809186430527e-17,8.79564197935243e-38
1160,0.00014922003247999998,0.0044889686557,-8.114449075590692e-17,8.361676369325269e-38
1170,0.00015094932369999999,0.004600665939899999,-8.160775457011643e-17,1.4687632088050696e-37
1180,9.9891633843e-05,0.0046541250598,-8.292655939483952e-17,1.0877564718595373e-37
1190,8.846871487000001e-05,0.004430155309600001,-8.363901886112672e-17,9.8637276328525e-38
1200,8.774622061399999e-05,0.0044518754009,-8.429901185631658e-17,1.4409253744566237e-37
